"URI","Label","Context_Subject","Context_Object","ContextWeight"
"http://dbpedia.org/property/designer","designer","http://dbpedia.org/ontology/Game","http://dbpedia.org/ontology/Writer",188
"http://dbpedia.org/property/owner","owner","http://dbpedia.org/ontology/SoccerClub","http://dbpedia.org/ontology/Company",188
"http://dbpedia.org/property/location","location","http://dbpedia.org/ontology/Venue","http://dbpedia.org/ontology/City",188
"http://dbpedia.org/property/city","city","http://dbpedia.org/ontology/FootballMatch","http://dbpedia.org/ontology/Country",188
"http://dbpedia.org/ontology/owner","owner","http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/Company",188
"http://dbpedia.org/property/shipNamesake","Ship namesake","http://dbpedia.org/ontology/Ship","http://dbpedia.org/ontology/Town",188
"http://dbpedia.org/ontology/starring","starring","http://dbpedia.org/ontology/TelevisionShow","http://dbpedia.org/ontology/Comedian",188
"http://dbpedia.org/ontology/city","city","http://dbpedia.org/ontology/HockeyTeam","http://dbpedia.org/ontology/Country",188
"http://dbpedia.org/ontology/city","city","http://dbpedia.org/ontology/FootballMatch","http://dbpedia.org/ontology/Town",188
"http://dbpedia.org/property/shipHomeport","Ship homeport","http://dbpedia.org/ontology/Ship","http://dbpedia.org/ontology/AdministrativeRegion",188
"http://dbpedia.org/property/nearestCity","nearest city","http://dbpedia.org/ontology/HistoricPlace","http://dbpedia.org/ontology/AdministrativeRegion",187
"http://dbpedia.org/property/s","s","http://dbpedia.org/ontology/Town","http://dbpedia.org/ontology/Village",187
"http://dbpedia.org/property/writer","writer","http://dbpedia.org/ontology/Play","http://dbpedia.org/ontology/Writer",187
"http://dbpedia.org/ontology/religion","religion","http://dbpedia.org/ontology/Priest","http://dbpedia.org/ontology/Food",187
"http://dbpedia.org/ontology/creator","creator (agent)","http://dbpedia.org/ontology/ComicsCharacter","http://dbpedia.org/ontology/Writer",187
"http://dbpedia.org/ontology/affiliation","affiliation","http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/University",187
"http://dbpedia.org/property/translator","translator","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer",187
"http://dbpedia.org/ontology/basedOn","based on","http://dbpedia.org/ontology/Musical","http://dbpedia.org/ontology/Film",187
"http://dbpedia.org/property/assembly","assembly","http://dbpedia.org/ontology/Automobile","http://dbpedia.org/ontology/AdministrativeRegion",187
"http://dbpedia.org/property/stepfather","stepfather","http://dbpedia.org/ontology/SoapCharacter","http://dbpedia.org/ontology/SoapCharacter",187
"http://dbpedia.org/ontology/significantBuilding","significant building","http://dbpedia.org/ontology/Architect","http://dbpedia.org/ontology/HistoricPlace",187
"http://dbpedia.org/property/programmingLanguage","programming language","http://dbpedia.org/ontology/Website","http://dbpedia.org/ontology/ProgrammingLanguage",187
"http://dbpedia.org/property/branchfrom","BranchFrom","http://dbpedia.org/ontology/Nerve","http://dbpedia.org/ontology/Nerve",187
"http://dbpedia.org/property/operator","operator","http://dbpedia.org/ontology/BusCompany","http://dbpedia.org/ontology/BusCompany",187
"http://dbpedia.org/ontology/significantBuilding","significant building","http://dbpedia.org/ontology/Architect","http://dbpedia.org/ontology/Museum",187
"http://dbpedia.org/property/predecessor","predecessor","http://dbpedia.org/ontology/President","http://dbpedia.org/ontology/Politician",186
"http://dbpedia.org/property/west","West","http://dbpedia.org/ontology/Town","http://dbpedia.org/ontology/Village",186
"http://dbpedia.org/property/leaderName","leader name","http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/Scientist",186
"http://dbpedia.org/property/coachTeam","coach team","http://dbpedia.org/ontology/Athlete","http://dbpedia.org/ontology/AmericanFootballTeam",186
"http://dbpedia.org/property/spouse","spouse","http://dbpedia.org/ontology/Noble","http://dbpedia.org/ontology/Royalty",186
"http://dbpedia.org/property/design","design","http://dbpedia.org/ontology/Bridge","http://dbpedia.org/ontology/MeanOfTransportation",186
"http://dbpedia.org/ontology/lieutenancyArea","Lieutenancy area","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/AdministrativeRegion",186
"http://dbpedia.org/property/operator","operator","http://dbpedia.org/ontology/Station","http://dbpedia.org/ontology/MilitaryUnit",186
"http://dbpedia.org/ontology/damsire","damsire","http://dbpedia.org/ontology/Horse","http://dbpedia.org/ontology/Person",186
"http://dbpedia.org/ontology/keyPerson","key person","http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/PersonFunction",186
"http://dbpedia.org/ontology/affiliation","affiliation","http://dbpedia.org/ontology/TradeUnion","http://dbpedia.org/ontology/PoliticalParty",186
"http://dbpedia.org/property/owner","owner","http://dbpedia.org/ontology/Venue","http://dbpedia.org/ontology/Company",186
"http://dbpedia.org/ontology/class","class","http://dbpedia.org/ontology/Archaea","http://dbpedia.org/ontology/Archaea",186
"http://dbpedia.org/property/metro","metro","http://dbpedia.org/ontology/Road","http://dbpedia.org/ontology/Station",185
"http://dbpedia.org/property/periph","periph","http://dbpedia.org/ontology/AdministrativeRegion","http://dbpedia.org/ontology/Island",185
"http://dbpedia.org/property/followed","followed","http://dbpedia.org/ontology/Bridge","http://dbpedia.org/ontology/Bridge",185
"http://dbpedia.org/property/previousPost","previous post","http://dbpedia.org/ontology/Cleric","http://dbpedia.org/ontology/Diocese",185
"http://dbpedia.org/ontology/college","college","http://dbpedia.org/ontology/BasketballPlayer","http://dbpedia.org/ontology/School",185
"http://dbpedia.org/property/predecessor","predecessor","http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Governor",185
"http://dbpedia.org/property/breeder","breeder","http://dbpedia.org/ontology/Horse","http://dbpedia.org/ontology/Politician",185
"http://dbpedia.org/property/populationBlank1Title","population blank1 title","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/Place",185
"http://dbpedia.org/ontology/owner","owner","http://dbpedia.org/ontology/MilitaryStructure","http://dbpedia.org/ontology/MilitaryUnit",185
"http://dbpedia.org/property/bronze","bronze ","http://dbpedia.org/ontology/OlympicEvent","http://dbpedia.org/ontology/Skater",185
"http://dbpedia.org/ontology/nationality","nationality","http://dbpedia.org/ontology/TableTennisPlayer","http://dbpedia.org/ontology/Country",185
"http://dbpedia.org/property/developedFrom","developed from","http://dbpedia.org/ontology/Aircraft","http://dbpedia.org/ontology/Automobile",185
"http://dbpedia.org/property/safetyvalvetype","safetyvalvetype","http://dbpedia.org/ontology/Locomotive","http://dbpedia.org/ontology/AnatomicalStructure",184
"http://dbpedia.org/property/translitLang1Type","translit lang1 type","http://dbpedia.org/ontology/AdministrativeRegion","http://dbpedia.org/ontology/Language",184
"http://dbpedia.org/property/ordainedBy","ordained by","http://dbpedia.org/ontology/ChristianBishop","http://dbpedia.org/ontology/Cardinal",184
"http://dbpedia.org/property/2namedata","2namedata","http://dbpedia.org/ontology/OfficeHolder","http://dbpedia.org/ontology/OfficeHolder",184
"http://dbpedia.org/property/commander","commander","http://dbpedia.org/ontology/MilitaryConflict","http://dbpedia.org/ontology/PersonFunction",184
"http://dbpedia.org/property/blankInfoSec","blank info sec","http://dbpedia.org/ontology/AdministrativeRegion","http://dbpedia.org/ontology/Road",184
"http://dbpedia.org/ontology/location","location","http://dbpedia.org/ontology/HistoricPlace","http://dbpedia.org/ontology/Road",184
"http://dbpedia.org/ontology/knownFor","known for","http://dbpedia.org/ontology/Scientist","http://dbpedia.org/ontology/Protein",184
"http://dbpedia.org/property/mostWins","most wins","http://dbpedia.org/ontology/Award","http://dbpedia.org/ontology/MusicalArtist",184
"http://dbpedia.org/property/after","after","http://dbpedia.org/ontology/Boxer","http://dbpedia.org/ontology/Boxer",184
"http://dbpedia.org/property/lieutenant","lieutenant","http://dbpedia.org/ontology/Governor","http://dbpedia.org/ontology/OfficeHolder",184
"http://dbpedia.org/property/residence","residence","http://dbpedia.org/ontology/FigureSkater","http://dbpedia.org/ontology/City",184
"http://dbpedia.org/property/college","college","http://dbpedia.org/ontology/GridironFootballPlayer","http://dbpedia.org/ontology/University",184
"http://dbpedia.org/property/commands","commands","http://dbpedia.org/ontology/MilitaryPerson","http://dbpedia.org/ontology/GovernmentAgency",184
"http://dbpedia.org/ontology/origin","origin","http://dbpedia.org/ontology/CultivatedVariety","http://dbpedia.org/ontology/AdministrativeRegion",183
"http://dbpedia.org/property/imageCaption","image caption","http://dbpedia.org/ontology/Town","http://dbpedia.org/ontology/Building",183
"http://dbpedia.org/ontology/residence","residence","http://dbpedia.org/ontology/SquashPlayer","http://dbpedia.org/ontology/Country",183
"http://dbpedia.org/ontology/province","province","http://dbpedia.org/ontology/Diocese","http://dbpedia.org/ontology/City",183
"http://dbpedia.org/property/parents","parents","http://dbpedia.org/ontology/SoapCharacter","http://dbpedia.org/ontology/SoapCharacter",183
"http://dbpedia.org/property/teama","teamA","http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/RugbyClub",183
"http://dbpedia.org/ontology/parent","parent","http://dbpedia.org/ontology/Royalty","http://dbpedia.org/ontology/Politician",183
"http://dbpedia.org/property/workInstitutions","work institutions","http://dbpedia.org/ontology/Scientist","http://dbpedia.org/ontology/SportsLeague",182
"http://dbpedia.org/property/owner","owner","http://dbpedia.org/ontology/Bridge","http://dbpedia.org/ontology/GovernmentAgency",182
"http://dbpedia.org/ontology/significantBuilding","significant building","http://dbpedia.org/ontology/Architect","http://dbpedia.org/ontology/HistoricBuilding",182
"http://dbpedia.org/ontology/region","region","http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/AdministrativeRegion",182
"http://dbpedia.org/property/aux","aux","http://dbpedia.org/ontology/TelevisionShow","http://dbpedia.org/ontology/MusicalArtist",182
"http://dbpedia.org/property/operator","operator","http://dbpedia.org/ontology/SpaceMission","http://dbpedia.org/ontology/GovernmentAgency",182
"http://dbpedia.org/ontology/developer","developer","http://dbpedia.org/ontology/Software","http://dbpedia.org/ontology/Software",182
"http://dbpedia.org/property/alongside","alongside","http://dbpedia.org/ontology/TimePeriod","http://dbpedia.org/ontology/Politician",182
"http://dbpedia.org/property/allLyrics","all lyrics","http://dbpedia.org/ontology/Film","http://dbpedia.org/ontology/Writer",182
"http://dbpedia.org/property/governingBody","governing body","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/Legislature",182
"http://dbpedia.org/property/shipOwner","Ship owner","http://dbpedia.org/ontology/Ship","http://dbpedia.org/ontology/MilitaryUnit",182
"http://dbpedia.org/property/notableworks","notableworks","http://dbpedia.org/ontology/Writer","http://dbpedia.org/ontology/Book",182
"http://dbpedia.org/property/teacher","teacher","http://dbpedia.org/ontology/Religious","http://dbpedia.org/ontology/Religious",182
"http://dbpedia.org/property/location","location","http://dbpedia.org/ontology/SoccerClub","http://dbpedia.org/ontology/City",182
"http://dbpedia.org/property/discipline","discipline","http://dbpedia.org/ontology/Gymnast","http://dbpedia.org/ontology/Sport",182
"http://dbpedia.org/property/region","region","http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/City",182
"http://dbpedia.org/property/nationalcompetition","nationalcompetition","http://dbpedia.org/ontology/BeautyQueen","http://dbpedia.org/ontology/Organisation",182
"http://dbpedia.org/ontology/city","city","http://dbpedia.org/ontology/University","http://dbpedia.org/ontology/CityDistrict",182
"http://dbpedia.org/ontology/broadcastArea","broadcast area","http://dbpedia.org/ontology/TelevisionStation","http://dbpedia.org/ontology/Country",182
"http://dbpedia.org/property/languages","languages","http://dbpedia.org/ontology/Organisation","http://dbpedia.org/ontology/Language",182
"http://dbpedia.org/property/formerCallsigns","former callsigns","http://dbpedia.org/ontology/RadioStation","http://dbpedia.org/ontology/RadioStation",181
"http://dbpedia.org/property/writers","writers","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/ComicsCreator",181
"http://dbpedia.org/property/southeast","Southeast","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Town",181
"http://dbpedia.org/ontology/academicDiscipline","academic discipline","http://dbpedia.org/ontology/Scientist","http://dbpedia.org/ontology/Place",181
"http://dbpedia.org/property/order","order","http://dbpedia.org/ontology/OfficeHolder","http://dbpedia.org/ontology/Legislature",181
"http://dbpedia.org/ontology/operator","operator","http://dbpedia.org/ontology/PublicTransitSystem","http://dbpedia.org/ontology/PublicTransitSystem",181
"http://dbpedia.org/property/see","see","http://dbpedia.org/ontology/Cleric","http://dbpedia.org/ontology/Diocese",181
"http://dbpedia.org/ontology/placeOfBurial","place of burial","http://dbpedia.org/ontology/Noble","http://dbpedia.org/ontology/Town",181
"http://dbpedia.org/property/address","address","http://dbpedia.org/ontology/RailwayStation","http://dbpedia.org/ontology/Village",181
"http://dbpedia.org/property/indivhonour","indivhonour","http://dbpedia.org/ontology/SpeedwayRider","http://dbpedia.org/ontology/MotorcycleRacingLeague",181
"http://dbpedia.org/property/recorded","recorded","http://dbpedia.org/ontology/Single","http://dbpedia.org/ontology/Country",181
"http://dbpedia.org/property/city","city","http://dbpedia.org/ontology/SoccerTournament","http://dbpedia.org/ontology/City",181
"http://dbpedia.org/ontology/award","award","http://dbpedia.org/ontology/Artist","http://dbpedia.org/ontology/Organisation",181
"http://dbpedia.org/property/discoverySite","discovery site","http://dbpedia.org/ontology/Planet","http://dbpedia.org/ontology/Town",181
"http://dbpedia.org/ontology/parentCompany","parent company","http://dbpedia.org/ontology/RecordLabel","http://dbpedia.org/ontology/Company",181
"http://dbpedia.org/property/occupation","occupation","http://dbpedia.org/ontology/VoiceActor","http://dbpedia.org/ontology/PersonFunction",180
"http://dbpedia.org/ontology/successor","successor","http://dbpedia.org/ontology/PrimeMinister","http://dbpedia.org/ontology/PrimeMinister",180
"http://dbpedia.org/ontology/owner","owner","http://dbpedia.org/ontology/RailwayLine","http://dbpedia.org/ontology/GovernmentAgency",180
"http://dbpedia.org/property/tenants","tenants","http://dbpedia.org/ontology/Stadium","http://dbpedia.org/ontology/HockeyTeam",180
"http://dbpedia.org/property/teamb","teamB","http://dbpedia.org/ontology/RugbyPlayer","http://dbpedia.org/ontology/SportsTeam",180
"http://dbpedia.org/property/bicycles","bicycles","http://dbpedia.org/ontology/CyclingTeam","http://dbpedia.org/ontology/Company",180
"http://dbpedia.org/property/after","after","http://dbpedia.org/ontology/GaelicGamesPlayer","http://dbpedia.org/ontology/GaelicGamesPlayer",180
"http://dbpedia.org/property/mostCaps","Most caps","http://dbpedia.org/ontology/SportsTeam","http://dbpedia.org/ontology/SoccerPlayer",180
"http://dbpedia.org/property/architect","architect","http://dbpedia.org/ontology/Stadium","http://dbpedia.org/ontology/Company",180
"http://dbpedia.org/ontology/capital","capital","http://dbpedia.org/ontology/Country","http://dbpedia.org/ontology/Village",180
"http://dbpedia.org/property/academicAffiliation","academic affiliation","http://dbpedia.org/ontology/University","http://dbpedia.org/ontology/Organisation",180
"http://dbpedia.org/property/developer","developer","http://dbpedia.org/ontology/Manga","http://dbpedia.org/ontology/Company",180
"http://dbpedia.org/property/locationTown","location town","http://dbpedia.org/ontology/Building","http://dbpedia.org/ontology/Country",180
"http://dbpedia.org/property/occupation","occupation","http://dbpedia.org/ontology/Award","http://dbpedia.org/ontology/PersonFunction",180
"http://dbpedia.org/ontology/goldMedalist","gold medalist","http://dbpedia.org/ontology/OlympicEvent","http://dbpedia.org/ontology/Rower",180
"http://dbpedia.org/property/bishop","bishop ","http://dbpedia.org/ontology/HistoricBuilding","http://dbpedia.org/ontology/Cleric",180
"http://dbpedia.org/ontology/childOrganisation","child organisation","http://dbpedia.org/ontology/GovernmentAgency","http://dbpedia.org/ontology/Company",180
"http://dbpedia.org/property/archbishopOf","archbishop of","http://dbpedia.org/ontology/Cleric","http://dbpedia.org/ontology/Diocese",179
"http://dbpedia.org/property/type","type","http://dbpedia.org/ontology/Company","http://dbpedia.org/ontology/Company",179
"http://dbpedia.org/property/presenter","presenter","http://dbpedia.org/ontology/Award","http://dbpedia.org/ontology/Award",179
"http://dbpedia.org/property/speciality","speciality","http://dbpedia.org/ontology/Hospital","http://dbpedia.org/ontology/PersonFunction",179
"http://dbpedia.org/ontology/premierePlace","premiere place","http://dbpedia.org/ontology/Play","http://dbpedia.org/ontology/HistoricBuilding",179
"http://dbpedia.org/ontology/publisher","publisher","http://dbpedia.org/ontology/VideoGame","http://dbpedia.org/ontology/Publisher",179
"http://dbpedia.org/property/preceded","preceded","http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/MilitaryPerson",179
"http://dbpedia.org/property/before","before","http://dbpedia.org/ontology/OfficeHolder","http://dbpedia.org/ontology/TimePeriod",179
"http://dbpedia.org/ontology/child","child","http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Noble",179
"http://dbpedia.org/property/products","products","http://dbpedia.org/ontology/Company","http://dbpedia.org/ontology/Work",179
"http://dbpedia.org/ontology/lieutenant","lieutenant","http://dbpedia.org/ontology/Governor","http://dbpedia.org/ontology/Politician",179
"http://dbpedia.org/ontology/location","location","http://dbpedia.org/ontology/Lighthouse","http://dbpedia.org/ontology/Country",179
"http://dbpedia.org/ontology/trainer","trainer","http://dbpedia.org/ontology/Wrestler","http://dbpedia.org/ontology/Company",179
"http://dbpedia.org/property/premiers","premiers","http://dbpedia.org/ontology/FootballLeagueSeason","http://dbpedia.org/ontology/SoccerClub",179
"http://dbpedia.org/ontology/location","location","http://dbpedia.org/ontology/TennisTournament","http://dbpedia.org/ontology/AdministrativeRegion",179
"http://dbpedia.org/property/countries","countries","http://dbpedia.org/ontology/Road","http://dbpedia.org/ontology/Country",178
"http://dbpedia.org/ontology/locationCity","location city","http://dbpedia.org/ontology/Company","http://dbpedia.org/ontology/Village",178
"http://dbpedia.org/ontology/architect","architect","http://dbpedia.org/ontology/Bridge","http://dbpedia.org/ontology/Architect",178
"http://dbpedia.org/ontology/academicDiscipline","academic discipline","http://dbpedia.org/ontology/AcademicJournal","http://dbpedia.org/ontology/Food",178
"http://dbpedia.org/property/founders","founders","http://dbpedia.org/ontology/PoliticalParty","http://dbpedia.org/ontology/Politician",178
"http://dbpedia.org/property/owner","owner","http://dbpedia.org/ontology/Hotel","http://dbpedia.org/ontology/Company",178
"http://dbpedia.org/ontology/influencedBy","influenced by","http://dbpedia.org/ontology/Economist","http://dbpedia.org/ontology/Scientist",178
"http://dbpedia.org/ontology/institution","institution","http://dbpedia.org/ontology/Scientist","http://dbpedia.org/ontology/PersonFunction",178
"http://dbpedia.org/property/religiousAffiliation","religious affiliation","http://dbpedia.org/ontology/HistoricBuilding","http://dbpedia.org/ontology/EthnicGroup",178
"http://dbpedia.org/property/municipality","municipality","http://dbpedia.org/ontology/AdministrativeRegion","http://dbpedia.org/ontology/City",178
"http://dbpedia.org/property/precededBy","preceded by","http://dbpedia.org/ontology/TelevisionShow","http://dbpedia.org/ontology/Film",178
"http://dbpedia.org/property/transitType","transit type","http://dbpedia.org/ontology/PublicTransitSystem","http://dbpedia.org/ontology/MeanOfTransportation",178
"http://dbpedia.org/ontology/hybrid","hybrid","http://dbpedia.org/ontology/CultivatedVariety","http://dbpedia.org/ontology/CultivatedVariety",178
"http://dbpedia.org/property/honorificSuffix","honorific-suffix","http://dbpedia.org/ontology/OfficeHolder","http://dbpedia.org/ontology/Band",177
"http://dbpedia.org/property/tvannouncers","TVAnnouncers","http://dbpedia.org/ontology/NCAATeamSeason","http://dbpedia.org/ontology/Athlete",177
"http://dbpedia.org/property/teamhonour","teamhonour","http://dbpedia.org/ontology/SpeedwayRider","http://dbpedia.org/ontology/SoccerLeague",177
"http://dbpedia.org/property/honorificPrefix","honorific prefix","http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Legislature",177
"http://dbpedia.org/property/relatives","relatives","http://dbpedia.org/ontology/MusicalArtist","http://dbpedia.org/ontology/MusicalArtist",177
"http://dbpedia.org/property/operator","operator","http://dbpedia.org/ontology/Station","http://dbpedia.org/ontology/GovernmentAgency",177
"http://dbpedia.org/property/archdiocese","archdiocese","http://dbpedia.org/ontology/Cardinal","http://dbpedia.org/ontology/Diocese",177
"http://dbpedia.org/ontology/location","location","http://dbpedia.org/ontology/RugbyClub","http://dbpedia.org/ontology/Country",177
"http://dbpedia.org/property/nw","NW","http://dbpedia.org/ontology/Town","http://dbpedia.org/ontology/Village",177
"http://dbpedia.org/ontology/headquarter","headquarter","http://dbpedia.org/ontology/TelevisionStation","http://dbpedia.org/ontology/Town",177
"http://dbpedia.org/property/location","location","http://dbpedia.org/ontology/Airport","http://dbpedia.org/ontology/Country",177
"http://dbpedia.org/property/after","after","http://dbpedia.org/ontology/Athlete","http://dbpedia.org/ontology/Athlete",177
"http://dbpedia.org/ontology/successor","successor","http://dbpedia.org/ontology/Congressman","http://dbpedia.org/ontology/Congressman",177
"http://dbpedia.org/ontology/nationality","nationality","http://dbpedia.org/ontology/MilitaryPerson","http://dbpedia.org/ontology/Country",177
"http://dbpedia.org/ontology/successor","successor","http://dbpedia.org/ontology/Mayor","http://dbpedia.org/ontology/OfficeHolder",177
"http://dbpedia.org/property/classis","classis","http://dbpedia.org/ontology/Eukaryote","http://dbpedia.org/ontology/Eukaryote",177
"http://dbpedia.org/property/strength","strength","http://dbpedia.org/ontology/MilitaryConflict","http://dbpedia.org/ontology/MilitaryUnit",177
"http://dbpedia.org/ontology/influencedBy","influenced by","http://dbpedia.org/ontology/Economist","http://dbpedia.org/ontology/Philosopher",177
"http://dbpedia.org/property/designer","designer","http://dbpedia.org/ontology/Aircraft","http://dbpedia.org/ontology/Engineer",177
"http://dbpedia.org/ontology/restingPlace","resting place","http://dbpedia.org/ontology/MilitaryPerson","http://dbpedia.org/ontology/CityDistrict",177
"http://dbpedia.org/property/agency","agency","http://dbpedia.org/ontology/Model","http://dbpedia.org/ontology/Company",177
"http://dbpedia.org/property/missions","missions","http://dbpedia.org/ontology/Astronaut","http://dbpedia.org/ontology/SpaceMission",177
"http://dbpedia.org/property/successor","successor","http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Congressman",177
"http://dbpedia.org/property/publisher","publisher","http://dbpedia.org/ontology/WrittenWork","http://dbpedia.org/ontology/Publisher",176
"http://dbpedia.org/property/publisher","publisher","http://dbpedia.org/ontology/ComicsCharacter","http://dbpedia.org/ontology/Company",176
"http://dbpedia.org/ontology/owner","owner","http://dbpedia.org/ontology/Locomotive","http://dbpedia.org/ontology/Company",176
"http://dbpedia.org/ontology/hubAirport","hub airport","http://dbpedia.org/ontology/Airline","http://dbpedia.org/ontology/City",176
"http://dbpedia.org/ontology/publisher","publisher","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/City",176
"http://dbpedia.org/property/coordinateTitle","coordinate title","http://dbpedia.org/ontology/Crater","http://dbpedia.org/ontology/Planet",176
"http://dbpedia.org/ontology/monarch","monarch","http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/Royalty",176
"http://dbpedia.org/ontology/influencedBy","influenced by","http://dbpedia.org/ontology/Philosopher","http://dbpedia.org/ontology/Politician",176
"http://dbpedia.org/property/subgenres","subgenres","http://dbpedia.org/ontology/MusicGenre","http://dbpedia.org/ontology/MusicGenre",176
"http://dbpedia.org/ontology/successor","successor","http://dbpedia.org/ontology/ChristianBishop","http://dbpedia.org/ontology/Cardinal",176
"http://dbpedia.org/property/alongside","alongside","http://dbpedia.org/ontology/Senator","http://dbpedia.org/ontology/OfficeHolder",176
"http://dbpedia.org/property/location","location","http://dbpedia.org/ontology/Venue","http://dbpedia.org/ontology/Country",176
"http://dbpedia.org/property/ground","ground","http://dbpedia.org/ontology/SoccerClub","http://dbpedia.org/ontology/SportFacility",176
"http://dbpedia.org/property/mvp","MVP","http://dbpedia.org/ontology/NCAATeamSeason","http://dbpedia.org/ontology/BasketballPlayer",176
"http://dbpedia.org/ontology/medicalSpecialty","medical specialty","http://dbpedia.org/ontology/Disease","http://dbpedia.org/ontology/MedicalSpecialty",176
"http://dbpedia.org/property/parent","parent","http://dbpedia.org/ontology/Publisher","http://dbpedia.org/ontology/Company",176
"http://dbpedia.org/property/schoolBoard","school board","http://dbpedia.org/ontology/School","http://dbpedia.org/ontology/Organisation",176
"http://dbpedia.org/ontology/class","class","http://dbpedia.org/ontology/Species","http://dbpedia.org/ontology/Bacteria",176
"http://dbpedia.org/property/parentAgency","parent agency","http://dbpedia.org/ontology/GovernmentAgency","http://dbpedia.org/ontology/Company",175
"http://dbpedia.org/ontology/broadcastArea","broadcast area","http://dbpedia.org/ontology/RadioStation","http://dbpedia.org/ontology/Island",175
"http://dbpedia.org/property/architect","architect","http://dbpedia.org/ontology/Place","http://dbpedia.org/ontology/Architect",175
"http://dbpedia.org/property/crew2Up","crew2 up","http://dbpedia.org/ontology/SpaceMission","http://dbpedia.org/ontology/Astronaut",175
"http://dbpedia.org/ontology/child","child","http://dbpedia.org/ontology/Scientist","http://dbpedia.org/ontology/Scientist",175
"http://dbpedia.org/property/hqLocationCountry","hq location country","http://dbpedia.org/ontology/Bank","http://dbpedia.org/ontology/Country",175
"http://dbpedia.org/ontology/authority","authority","http://dbpedia.org/ontology/School","http://dbpedia.org/ontology/GovernmentAgency",175
"http://dbpedia.org/property/location","location","http://dbpedia.org/ontology/Island","http://dbpedia.org/ontology/BodyOfWater",175
"http://dbpedia.org/property/almaMater","alma mater","http://dbpedia.org/ontology/Scientist","http://dbpedia.org/ontology/College",175
"http://dbpedia.org/ontology/child","child","http://dbpedia.org/ontology/Royalty","http://dbpedia.org/ontology/Politician",175
"http://dbpedia.org/property/region","region","http://dbpedia.org/ontology/Religious","http://dbpedia.org/ontology/Country",175
"http://dbpedia.org/property/region","region","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/AdministrativeRegion",175
"http://dbpedia.org/property/religion","religion","http://dbpedia.org/ontology/Cleric","http://dbpedia.org/ontology/EthnicGroup",175
"http://dbpedia.org/property/drainsto","DrainsTo","http://dbpedia.org/ontology/Vein","http://dbpedia.org/ontology/Vein",175
"http://dbpedia.org/property/tenants","tenants","http://dbpedia.org/ontology/Venue","http://dbpedia.org/ontology/BasketballTeam",175
"http://dbpedia.org/ontology/owner","owner","http://dbpedia.org/ontology/RailwayLine","http://dbpedia.org/ontology/City",175
"http://dbpedia.org/ontology/executiveProducer","executive producer","http://dbpedia.org/ontology/TelevisionShow","http://dbpedia.org/ontology/ComicsCreator",175
"http://dbpedia.org/ontology/deathCause","death cause","http://dbpedia.org/ontology/Wrestler","http://dbpedia.org/ontology/Disease",175
"http://dbpedia.org/ontology/type","type","http://dbpedia.org/ontology/Aircraft","http://dbpedia.org/ontology/PersonFunction",174
"http://dbpedia.org/property/headquarters","headquarters","http://dbpedia.org/ontology/MilitaryUnit","http://dbpedia.org/ontology/City",174
"http://dbpedia.org/property/succeeded","succeeded","http://dbpedia.org/ontology/Politician","http://dbpedia.org/ontology/TimePeriod",174
"http://dbpedia.org/property/affiliation","affiliation","http://dbpedia.org/ontology/TradeUnion","http://dbpedia.org/ontology/PoliticalParty",174
"http://dbpedia.org/ontology/owner","owner","http://dbpedia.org/ontology/Bank","http://dbpedia.org/ontology/Bank",174
"http://dbpedia.org/property/successor","successor","http://dbpedia.org/ontology/President","http://dbpedia.org/ontology/Politician",174
"http://dbpedia.org/property/controlledby","controlledby","http://dbpedia.org/ontology/MilitaryStructure","http://dbpedia.org/ontology/Country",174
"http://dbpedia.org/property/editor","editor","http://dbpedia.org/ontology/Magazine","http://dbpedia.org/ontology/Writer",174
"http://dbpedia.org/property/editors","editors","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer",174
"http://dbpedia.org/property/psUnitsManuModel","ps units manu model","http://dbpedia.org/ontology/PowerStation","http://dbpedia.org/ontology/Company",173
"http://dbpedia.org/property/occupants","occupants","http://dbpedia.org/ontology/MilitaryStructure","http://dbpedia.org/ontology/MilitaryUnit",173
"http://dbpedia.org/property/firstRun","first run","http://dbpedia.org/ontology/TelevisionShow","http://dbpedia.org/ontology/Country",173
